,Month,Rating,Type,Device Type,Country,Subscribers,Total Revenue
416,Dec,3,Tv Show,Mobile,Canada,73540567,223882336.39941606
417,Feb,4,Tv Show,Mobile,India,71167804,238773654.7175461
418,Oct,1,Movie,Tablet,Brazil,77754691,237583614.06872827
419,Mar,2,Tv Show,Tablet,South Korea,77475150,231083183.55331373
420,Apr,5,Tv Show,Mobile,Brazil,70824162,238599955.35914534
421,Apr,1,Movie,Mobile,India,78890503,235823091.95461905
422,Sep,5,Tv Show,Mobile,Australia,78909040,220704969.02757257
423,Dec,3,Movie,Mobile,USA,72179544,233954814.30349723
424,Nov,1,Tv Show,Tablet,Canada,79879839,224359236.3086256
425,Nov,4,Movie,Mobile,Canada,70798336,227903772.47120625
426,Sep,5,Tv Show,Smart Tv,South Korea,77179885,225236357.8717644
427,Feb,4,Tv Show,Smart Tv,Australia,78422659,235879262.7305622
428,Oct,3,Series,Mobile,India,78880561,228403431.49067807
429,May,2,Tv Show,Tablet,South Korea,77269397,230547423.33895543
430,Apr,5,Movie,Mobile,France,72778250,222765306.37804246
431,Jun,3,Movie,Mobile,Japan,76403142,234874823.74085015
432,Jan,3,Tv Show,Tablet,Canada,70483050,239503951.83025527
433,Nov,5,Series,Mobile,India,78502573,224078549.4950335
434,Feb,3,Series,Tablet,Japan,74022249,222953727.18987602
435,Jul,5,Tv Show,Mobile,Japan,72881191,230799028.1240807
436,May,1,Series,Tablet,Brazil,76884323,229667158.58791116
437,Apr,3,Series,Mobile,South Korea,77881459,233700834.24154833
438,Jan,1,Series,Mobile,France,79785003,236830363.40242213
439,Jun,4,Movie,Smart Tv,USA,76612789,228607164.13276508
440,Dec,2,Series,Tablet,Australia,76814740,222705919.54001093
441,Apr,4,Movie,Smart Tv,UK,75343124,239699263.22800583
442,Jun,4,Series,Mobile,South Korea,78533853,221418154.1229837
443,Nov,2,Tv Show,Smart Tv,Brazil,73563682,236845893.0727114
444,Nov,1,Movie,Tablet,Brazil,79415272,230363254.71429744
445,Oct,4,Tv Show,Smart Tv,India,76178700,234551630.06425938
446,Aug,2,Movie,Smart Tv,Australia,75842915,230515897.71032313
447,Mar,4,Series,Smart Tv,Canada,76579614,220357063.36492032
448,Jan,3,Tv Show,Smart Tv,Japan,75317802,224146464.871245
449,Sep,2,Movie,Mobile,UK,76780694,222411549.4611518
450,Jul,3,Series,Mobile,India,76579339,224535286.0866933
451,Jan,4,Series,Tablet,Australia,76538485,224833139.56267732
452,Feb,3,Movie,Tablet,France,74176927,239320620.2048695
453,Oct,5,Movie,Tablet,India,77342974,226604432.26682293
454,Nov,4,Movie,Mobile,Japan,79291512,228377005.709527
455,Jul,1,Series,Mobile,Australia,74638646,224693049.56782112
456,Apr,2,Series,Smart Tv,France,73085085,229559084.21937364
457,Jun,1,Series,Smart Tv,Australia,79781298,229545339.49344012
458,Mar,1,Series,Tablet,Australia,73011965,225505386.49169004
459,Feb,5,Series,Tablet,France,77815385,237235563.03390715
460,Nov,2,Series,Tablet,UK,75903779,232743185.5876916
461,Jul,1,Tv Show,Smart Tv,Australia,71498303,234783247.86689925
462,Jun,1,Movie,Mobile,Australia,73774107,226720553.6617091
463,Jun,3,Tv Show,Smart Tv,Japan,75272883,224558805.6560311
464,Feb,3,Series,Tablet,South Korea,72709064,236304865.87959918
465,Mar,4,Movie,Tablet,USA,78519183,225476192.1392602
466,Sep,4,Movie,Tablet,UK,70905328,235161552.78816807
467,Mar,3,Movie,Mobile,Germany,72816627,232690644.78322366
468,Apr,1,Series,Tablet,Canada,72338186,228135595.1255704
469,Dec,1,Tv Show,Tablet,Brazil,72808998,228489832.020337
470,May,2,Tv Show,Tablet,Brazil,76954636,220604249.57681116
471,Mar,5,Series,Mobile,Germany,75300848,227956781.86549398
472,May,2,Tv Show,Tablet,Germany,78613064,238358658.42783487
473,Feb,1,Series,Mobile,France,70793578,237287509.15818205
474,Dec,4,Series,Mobile,Germany,75244799,232104912.8372728
475,May,4,Movie,Smart Tv,South Korea,70425310,227768716.20310965
476,Sep,1,Series,Tablet,USA,76915359,233626034.86402637
477,Mar,4,Tv Show,Tablet,India,79200299,222444245.81935495
478,Oct,1,Series,Mobile,South Korea,72927302,222520378.2998105
479,Jan,5,Movie,Tablet,UK,71072573,235356081.96592003
480,Nov,4,Tv Show,Mobile,Japan,79989775,228199469.2100515
481,Mar,1,Tv Show,Tablet,Germany,74322227,232823091.92421228
482,Sep,2,Series,Tablet,UK,74619423,233970047.61300406
483,Oct,2,Tv Show,Tablet,Brazil,78103409,226208295.00781822
484,Apr,4,Tv Show,Tablet,Japan,74436177,239578069.9329456
485,Nov,4,Series,Mobile,France,78864673,239578529.13583803
486,Mar,3,Tv Show,Mobile,India,78299432,231922529.0090466
487,Sep,2,Series,Mobile,Germany,72827661,232514890.5925018
488,Dec,1,Series,Smart Tv,South Korea,77715365,230145198.63828886
489,Mar,4,Tv Show,Mobile,Australia,72267675,221396198.5044758
490,Apr,3,Tv Show,Mobile,USA,75264016,239418611.78666073
491,Feb,3,Series,Smart Tv,Germany,77526826,235756239.26168242
492,Sep,3,Tv Show,Smart Tv,Australia,76434384,225019663.5154215
493,Jan,4,Series,Smart Tv,Canada,78910796,231584817.5767996
494,Feb,3,Tv Show,Tablet,Canada,70482155,229732370.5018852
495,Sep,4,Tv Show,Mobile,Germany,76886078,229354443.04450032
496,Aug,5,Tv Show,Tablet,India,72086915,236474215.47753718
497,Aug,4,Movie,Tablet,USA,74446781,236118413.4083381
498,Dec,2,Series,Mobile,UK,76289354,223832965.1051055
499,Dec,3,Tv Show,Mobile,Germany,70142066,232042937.84885886
500,Mar,3,Tv Show,Smart Tv,USA,71712438,228389878.5098748
501,Mar,4,Tv Show,Smart Tv,Brazil,77194432,226823178.91504148
502,May,2,Series,Tablet,Canada,72713114,238562308.9637237
503,Nov,4,Series,Mobile,UK,70664871,231617495.3673674
504,Aug,4,Series,Tablet,Canada,72999021,235747656.67874196
505,Nov,4,Tv Show,Tablet,France,77438983,233400128.15677342
506,Jan,3,Tv Show,Smart Tv,Australia,79917644,229058969.54690123
507,Apr,5,Tv Show,Tablet,Canada,73587662,235700747.63309994
508,Feb,1,Series,Smart Tv,South Korea,70920986,236890660.42012668
509,Jan,5,Movie,Mobile,France,72195926,230528782.09026635
510,Nov,2,Series,Tablet,Japan,74685784,238165883.39645502
511,Mar,1,Series,Smart Tv,Brazil,78245556,238186887.91263676
512,Sep,5,Series,Tablet,USA,71386198,231174380.25685707
513,Aug,3,Tv Show,Mobile,Canada,75587921,231282829.55682865
514,Sep,2,Tv Show,Tablet,Japan,76839392,220937454.60546246
515,Oct,4,Tv Show,Mobile,South Korea,78105185,232508192.63349655
516,Nov,4,Movie,Smart Tv,Australia,75654300,234105671.00121534
517,Jan,1,Series,Tablet,Canada,77232081,226658795.89078945
518,Nov,4,Series,Smart Tv,Australia,70924934,227072731.93633237
519,Nov,2,Series,Smart Tv,USA,73128315,239206843.93659043
520,Dec,1,Tv Show,Mobile,France,70205791,222185817.30491832
521,May,1,Series,Smart Tv,Brazil,70253486,224468621.03943968
522,Oct,4,Movie,Smart Tv,Brazil,78264272,230470273.74129006
523,Sep,3,Series,Mobile,South Korea,79566064,229278359.63823593
524,Mar,2,Series,Tablet,UK,71011999,231798363.55363685
525,Oct,1,Movie,Tablet,UK,71772506,231050947.87302643
526,Apr,4,Tv Show,Tablet,UK,77068404,237560780.91244686
527,May,1,Movie,Smart Tv,Brazil,78706474,230615904.22128394
528,May,5,Series,Smart Tv,India,71008950,237738767.9996166
529,Dec,5,Series,Smart Tv,Australia,73676215,236001173.88392225
530,Jan,4,Tv Show,Tablet,USA,76694717,225494740.64429876
531,Feb,5,Tv Show,Tablet,Japan,73844845,225404994.41158262
532,Nov,3,Movie,Mobile,France,78189896,223218062.56150848
533,Apr,3,Series,Mobile,Australia,79835805,232992017.82874453
534,Jul,5,Tv Show,Mobile,France,74795655,224808871.54274666
535,Jun,3,Tv Show,Tablet,France,75551719,222517543.71488452
536,Sep,1,Series,Mobile,France,70579496,235964274.0296612
537,Aug,4,Tv Show,Smart Tv,USA,74525070,221022999.49574518
538,Aug,3,Tv Show,Mobile,UK,73436817,233845005.98686546
539,Mar,1,Movie,Tablet,France,71528497,230901488.04462302
540,Dec,4,Tv Show,Mobile,India,73328812,221475631.5646338
541,Feb,2,Series,Smart Tv,Canada,73970051,222342073.28350616
542,Oct,1,Series,Tablet,USA,70814824,238068524.72679693
543,Dec,3,Tv Show,Tablet,South Korea,72857191,225378663.36194056
544,Mar,4,Tv Show,Smart Tv,UK,77249109,234356746.98505023
545,Oct,5,Tv Show,Tablet,Germany,75327128,220054562.00991616
546,May,2,Series,Mobile,Canada,75125635,231847317.17095417
547,Aug,4,Tv Show,Tablet,USA,75684648,232636922.42296085
548,Apr,5,Tv Show,Tablet,France,78593371,227185601.0909615
549,Oct,3,Series,Tablet,Brazil,74610632,225971156.05438852
550,Aug,4,Series,Tablet,UK,71757030,224641477.99281338
551,Jul,5,Movie,Mobile,Australia,72239121,225160282.5512632
552,Aug,3,Movie,Mobile,USA,72497456,229717783.51101175
553,May,5,Tv Show,Tablet,Canada,70686276,237577922.55402604
554,Mar,4,Tv Show,Mobile,Brazil,73270003,232489907.70066315
555,Feb,4,Series,Tablet,India,78267620,237096025.9832012
556,Aug,2,Tv Show,Tablet,India,75031881,220530464.0776036
557,Jan,3,Movie,Smart Tv,Japan,78157509,223684756.80574065
558,Mar,4,Series,Mobile,Germany,71457483,230026028.32907596
559,Nov,4,Tv Show,Tablet,South Korea,75451593,239923395.84321293
560,Jul,1,Movie,Tablet,Australia,77782530,223477461.29423425
561,Mar,4,Movie,Mobile,Germany,74004663,221082029.3967705
562,Nov,5,Movie,Tablet,Canada,71544403,228537329.72958785
563,Jan,2,Tv Show,Smart Tv,USA,75381293,220442179.47842714
564,Feb,4,Tv Show,Mobile,Canada,76667862,235364056.43230936
565,Nov,4,Tv Show,Smart Tv,India,78228413,221366124.04920805
566,Nov,3,Series,Tablet,Australia,73527028,235859455.898509
567,Jul,4,Series,Tablet,USA,78868793,222581038.31476396
568,Jul,2,Tv Show,Smart Tv,Canada,77885081,225695735.85739222
569,Jun,4,Movie,Tablet,India,74728168,230287724.8153023
570,Aug,4,Tv Show,Smart Tv,Canada,72192439,223764722.40282974
571,Nov,1,Movie,Mobile,Canada,75861172,239468566.45387408
572,May,5,Tv Show,Tablet,Japan,77863999,237612557.84438407
573,Dec,3,Tv Show,Smart Tv,USA,74093123,230733422.10791677
574,Jun,2,Series,Tablet,Germany,73692419,225374567.43126413
575,Oct,1,Series,Tablet,Japan,79334116,223285132.46272126
576,Dec,1,Movie,Smart Tv,India,76629554,234311855.824601
577,Sep,1,Tv Show,Mobile,UK,72897116,229843915.7851964
578,May,4,Tv Show,Tablet,France,77548543,239097600.1966066
579,Aug,1,Tv Show,Smart Tv,South Korea,73315745,232153002.0232335
580,Dec,2,Series,Tablet,South Korea,70493098,238502204.84855083
581,Nov,5,Series,Tablet,South Korea,73083187,237650494.50191653
582,Mar,3,Series,Tablet,Canada,76924412,220045672.33415788
583,Nov,1,Series,Tablet,France,77004386,223285954.42375168
584,Oct,2,Tv Show,Tablet,UK,75105041,238518150.46315938
585,Sep,5,Series,Smart Tv,Canada,73551222,235244716.1180432
586,May,5,Tv Show,Tablet,Canada,76167808,227523794.18077973
587,Sep,5,Tv Show,Tablet,Canada,72558486,227936765.4328145
588,Jul,5,Tv Show,Tablet,South Korea,73922490,235289866.12965754
589,Jul,4,Tv Show,Smart Tv,Australia,78536648,221859595.58265606
590,Nov,1,Movie,Mobile,Japan,72501930,237096890.71329162
591,Mar,4,Movie,Mobile,Germany,78558537,233392070.85648814
592,Mar,4,Series,Tablet,Brazil,73607768,223489916.87534347
593,May,3,Tv Show,Smart Tv,Canada,74196148,226894646.7561062
594,Feb,2,Movie,Tablet,USA,70729730,222397806.57580838
595,Jun,2,Movie,Tablet,USA,78622353,229727636.11209023
596,Sep,3,Series,Mobile,India,73275365,237203124.48089388
597,May,1,Series,Tablet,Germany,75915493,224453032.53094688
598,Sep,2,Tv Show,Tablet,France,79481526,225904741.3819435
599,Jan,2,Series,Mobile,Brazil,79342455,235148826.33601642
600,Jan,3,Movie,Smart Tv,Japan,73609311,228522819.73407376
601,Jul,5,Series,Mobile,UK,76694851,223107604.69348264
602,May,1,Series,Smart Tv,Canada,75722160,220856310.11290458
603,Dec,2,Series,Mobile,Canada,72580732,231368097.96736187
604,Jun,3,Movie,Smart Tv,Canada,71057926,222556773.17819545
605,Mar,5,Tv Show,Mobile,UK,70433826,220914508.742893
606,Jun,3,Series,Smart Tv,Japan,79344613,227151115.4789554
607,Mar,1,Series,Smart Tv,Japan,79094253,239881839.69483885
608,Aug,2,Series,Smart Tv,UK,79427913,224219376.59946144
609,May,1,Series,Mobile,South Korea,76034476,222286266.52058896
610,Jun,1,Tv Show,Smart Tv,Japan,77911704,224414905.87825564
611,Feb,4,Movie,Smart Tv,Japan,74062101,222993896.0380014
612,Apr,5,Tv Show,Tablet,South Korea,73162695,233869727.78181705
613,Jun,3,Tv Show,Tablet,Canada,71173445,233240629.05277753
614,Feb,5,Series,Mobile,Australia,70060630,237137729.9937459
615,Aug,4,Tv Show,Mobile,South Korea,78679713,239693232.97035185
616,May,1,Series,Mobile,UK,74064221,235308815.33620316
617,Nov,1,Tv Show,Mobile,South Korea,71512424,223862467.0264512
618,May,2,Movie,Tablet,UK,78005231,223184222.9551072
619,Nov,4,Series,Smart Tv,France,77461130,233711249.32450095
620,May,5,Series,Tablet,UK,78100701,222623817.45671937
621,Jun,5,Tv Show,Smart Tv,Australia,75322785,234658049.55409068
622,Jan,5,Series,Tablet,UK,79326852,222623446.72895926
623,Jun,4,Tv Show,Tablet,India,78642934,225678041.6197011
624,Nov,1,Movie,Mobile,Canada,71867939,234629679.26258147
625,Jun,2,Tv Show,Mobile,USA,72777074,238472097.52284715
626,Nov,2,Series,Tablet,Brazil,72844753,235288866.68492752
627,Jun,2,Tv Show,Mobile,Japan,79691873,236157105.35835633
628,Jun,5,Series,Smart Tv,USA,72214436,239857528.91863728
629,Nov,3,Series,Smart Tv,Australia,75600906,222537288.93788955
630,Jan,1,Tv Show,Mobile,Australia,73195228,223342340.24052656
631,Aug,4,Tv Show,Tablet,UK,71244029,237554826.54134995
632,Nov,1,Series,Tablet,UK,70114024,224108910.4209237
633,Sep,2,Tv Show,Mobile,South Korea,78781237,224040092.20271742
634,Nov,5,Series,Smart Tv,Japan,78202438,227422477.62039497
635,Oct,2,Series,Mobile,Germany,74695765,233372205.2845093
636,Dec,3,Movie,Smart Tv,India,70972446,223927625.1061898
637,Jul,5,Series,Smart Tv,Japan,75242581,221040448.34520203
638,Jun,2,Tv Show,Tablet,Canada,73983937,232422103.54406753
639,Sep,3,Series,Mobile,USA,77236069,232778276.87220436
640,Mar,2,Series,Mobile,Australia,76572559,221730415.9822186
641,Aug,4,Movie,Mobile,Canada,70003987,226063443.8134443
642,Aug,3,Tv Show,Smart Tv,Australia,75297051,227777866.9394429
643,Aug,5,Series,Smart Tv,USA,78111562,221920253.0948314
644,Oct,3,Tv Show,Tablet,USA,74037480,227048157.6453823
645,Feb,5,Movie,Smart Tv,South Korea,77190118,220580009.0108354
646,Apr,3,Movie,Mobile,Japan,76669652,235897747.62028703
647,Sep,1,Movie,Mobile,Canada,76474424,239396111.71617907
648,Sep,4,Tv Show,Smart Tv,Canada,77960412,232620530.9662373
649,Apr,5,Series,Tablet,France,78093793,236293733.59040773
650,Oct,3,Movie,Smart Tv,Australia,77300988,236090219.10831326
651,Oct,3,Movie,Smart Tv,USA,70935399,228724059.23925972
652,May,1,Tv Show,Tablet,France,70035238,221996569.88564858
653,Jul,4,Series,Smart Tv,Germany,77384203,235086108.0780199
654,Dec,5,Movie,Mobile,UK,71726150,238499396.63322362
655,Sep,5,Movie,Mobile,USA,78087734,236541582.46421242
656,Aug,5,Tv Show,Mobile,France,75653531,239569549.45724615
657,Nov,5,Movie,Tablet,Brazil,73447102,233193764.80874643
658,Oct,5,Movie,Smart Tv,Germany,75778006,238878144.13076344
659,Oct,3,Tv Show,Tablet,Australia,79162005,235495480.67859003
660,Jul,3,Tv Show,Smart Tv,Germany,70754256,233348937.26037937
661,Jul,4,Movie,Mobile,Japan,79305380,229055162.97303894
662,Sep,3,Series,Mobile,France,72921523,233348453.60965273
663,Aug,2,Series,Smart Tv,UK,72532660,238560040.5750757
664,Dec,1,Movie,Smart Tv,UK,78202024,238767495.96015164
665,May,3,Series,Tablet,USA,76675899,229532331.89347604
666,Mar,5,Movie,Smart Tv,France,79674450,225648388.45830396
667,Nov,1,Movie,Smart Tv,Canada,77219248,236048253.12734663
668,Jan,4,Movie,Tablet,UK,72420518,230616953.48924303
669,May,1,Series,Smart Tv,UK,75892575,226147999.83208695
670,Oct,4,Series,Smart Tv,Japan,72502885,236507003.41277102
671,Feb,3,Series,Smart Tv,Japan,76771311,221592758.5043132
672,Feb,5,Tv Show,Smart Tv,Canada,74057656,226104154.36876443
673,May,3,Tv Show,Tablet,France,74081925,238791211.87841794
674,Apr,1,Series,Smart Tv,Brazil,77686444,226094595.81772506
675,Apr,4,Tv Show,Tablet,India,77200063,232057723.2952025
676,Oct,3,Tv Show,Smart Tv,France,78816714,224304428.65300676
677,Jun,1,Movie,Smart Tv,USA,75650622,222345203.5004938
678,Jul,4,Series,Tablet,UK,70342288,220038003.8561683
679,Apr,1,Tv Show,Mobile,UK,71057089,228148679.31027094
680,Apr,5,Movie,Smart Tv,Canada,78844735,234699965.0880133
681,Jul,1,Series,Mobile,Japan,77933853,231214910.17500055
682,Apr,3,Tv Show,Smart Tv,South Korea,77036768,229153506.80756906
683,Feb,2,Movie,Mobile,South Korea,75334895,221794259.40380988
684,Oct,1,Tv Show,Smart Tv,USA,75927859,221999244.17364934
685,Jan,4,Series,Mobile,Germany,75564362,238489224.58514214
686,Sep,1,Series,Smart Tv,UK,77649957,224212134.22982416
687,Apr,4,Tv Show,Tablet,Australia,74851191,226199999.10350186
688,Mar,5,Movie,Tablet,Germany,79687307,237029576.0621106
689,Oct,1,Tv Show,Mobile,South Korea,74071688,232869399.6269776
690,Jan,3,Series,Tablet,Brazil,73142348,237334131.54505986
691,May,2,Movie,Smart Tv,Germany,70063247,223226034.280204
692,Sep,3,Movie,Smart Tv,Brazil,74722507,226151359.145847
693,Jan,4,Movie,Smart Tv,Japan,70590870,228591296.3687002
694,Jan,3,Tv Show,Mobile,USA,77990228,226255982.47577858
695,May,5,Series,Mobile,Japan,77919014,239511068.28116503
696,Jul,2,Tv Show,Mobile,Germany,79634634,234953010.55472225
697,Aug,3,Series,Tablet,UK,78088682,237445729.13917956
698,Oct,5,Series,Mobile,Canada,75077340,226243243.13701677
699,May,4,Tv Show,Mobile,Japan,79830598,220828539.25019926
700,Aug,4,Movie,Mobile,France,75551053,236438390.30023363
701,Oct,1,Movie,Mobile,USA,71839001,237273933.56832713
702,Jun,3,Movie,Smart Tv,Brazil,78659257,239749535.7254266
703,Jul,5,Tv Show,Smart Tv,USA,70031686,232975905.69203052
704,Apr,5,Movie,Mobile,Japan,74580200,221685613.25526074
705,Dec,2,Series,Mobile,Australia,71715064,236768485.44058564
706,Oct,2,Series,Smart Tv,UK,77404391,232415703.886547
707,Jan,5,Series,Tablet,Germany,72001734,225227829.39883798
708,May,5,Movie,Smart Tv,South Korea,75457259,222421479.4220389
709,Apr,1,Movie,Mobile,India,76073307,229959424.449118
710,May,1,Series,Smart Tv,USA,74184188,227064895.36681366
711,Apr,5,Series,Smart Tv,India,75821972,238757840.40011898
712,Apr,3,Series,Mobile,USA,75511493,239910732.5917903
713,Jul,4,Movie,Tablet,Australia,79244356,223402907.44849062
714,Oct,2,Series,Mobile,Canada,77688853,227476909.76103762
715,Apr,3,Series,Smart Tv,Germany,73221379,225588590.05863234
716,Jun,3,Series,Mobile,Canada,71304068,235667032.39240202
717,Feb,3,Series,Smart Tv,UK,78662665,238635385.15974566
718,Oct,5,Tv Show,Mobile,USA,79077541,239567022.26454338
719,Feb,4,Tv Show,Smart Tv,UK,77807770,227282245.4150871
720,Aug,5,Series,Mobile,Canada,75277110,235821079.22657046
721,Dec,1,Tv Show,Tablet,South Korea,70139269,228220883.01668394
722,May,2,Movie,Mobile,Japan,79306866,226025303.52606156
723,Nov,2,Movie,Tablet,India,71424774,239826130.75033364
724,Dec,4,Movie,Tablet,Germany,71364051,238321572.19917268
725,Apr,5,Series,Mobile,USA,79441493,227021380.77381405
726,Apr,4,Tv Show,Mobile,India,73190724,229183213.9451379
727,Nov,3,Tv Show,Tablet,India,75247627,228207230.45301387
728,Sep,2,Series,Mobile,France,73883581,226046375.11240464
729,Feb,5,Tv Show,Mobile,Germany,76392858,237102330.10753882
730,May,3,Series,Smart Tv,Japan,72811442,229838629.08241084
731,Jan,2,Series,Mobile,France,74631705,236219975.29622412
732,Apr,5,Movie,Mobile,Brazil,71518268,236181812.4868141
733,Nov,5,Series,Mobile,Canada,70141456,231425588.68196985
734,May,4,Series,Mobile,Brazil,72560987,225649883.8737234
735,Dec,2,Movie,Smart Tv,South Korea,76022581,236507775.62672612
736,Apr,5,Tv Show,Tablet,Australia,76006287,233666974.9082698
737,Aug,5,Series,Smart Tv,Australia,75004865,230467135.05736327
738,Nov,2,Series,Smart Tv,UK,74907901,224543390.28830257
739,Oct,4,Tv Show,Mobile,USA,73810230,237641164.4487301
740,Nov,2,Movie,Tablet,Japan,72910338,239238090.35485357
741,Apr,2,Series,Smart Tv,Canada,72970265,228615163.1669778
742,May,5,Movie,Tablet,South Korea,76408247,228519993.7497884
743,Oct,4,Movie,Smart Tv,USA,72035426,226877764.65366933
744,Aug,2,Movie,Smart Tv,UK,77679423,222191451.9320668
745,Jul,1,Series,Tablet,South Korea,79655725,234178343.62984055
746,Jul,2,Movie,Smart Tv,France,70071412,229878110.23940626
747,Feb,2,Tv Show,Tablet,Brazil,75001754,230065568.962092
748,Aug,5,Movie,Smart Tv,South Korea,74917365,228161873.98563212
749,Aug,5,Tv Show,Mobile,UK,72661753,225874370.6028243
750,Mar,5,Movie,Mobile,UK,75511833,220226720.94459015
751,Dec,2,Tv Show,Mobile,Canada,70078571,237217638.59851232
752,Jun,1,Movie,Tablet,Brazil,79365681,230690930.2634097
753,Dec,2,Series,Tablet,France,74360857,234884755.5309407
754,Apr,1,Tv Show,Smart Tv,India,70992443,226891782.2438083
755,Oct,5,Tv Show,Mobile,India,72527786,239907017.70296472
756,Oct,5,Series,Tablet,Germany,77370294,235310193.94778025
757,Jul,2,Tv Show,Tablet,India,78877313,222312730.2244095
758,Aug,3,Series,Smart Tv,Japan,78747720,232899729.02357295
759,Oct,1,Tv Show,Smart Tv,Japan,75311323,236757321.71646675
